station_id,timestamp,temperature_c,relative_humidity_pct,pressure_hpa
AWS_AP01,2025-01-23 09:30:00,24.988,69.642,1009.476
AWS_AP01,2025-01-23 09:45:00,24.669,63.387,1008.987
AWS_AP01,2025-01-23 10:00:00,25.015,64.792,1009.198
AWS_AP01,2025-01-23 10:15:00,25.055,64.689,1009.564
AWS_AP01,2025-01-23 10:30:00,25.792,66.75,1008.908
AWS_AP01,2025-01-23 10:45:00,25.984,63.095,1009.607
AWS_AP01,2025-01-23 11:00:00,26.472,65.383,1009.962
AWS_AP01,2025-01-23 11:15:00,26.613,62.717,1009.374
AWS_AP01,2025-01-23 11:30:00,26.866,64.196,1009.147
AWS_AP01,2025-01-23 11:45:00,26.429,61.197,1009.209
AWS_AP01,2025-01-23 12:00:00,26.9,60.571,1009.013
AWS_AP01,2025-01-23 12:15:00,27.557,57.717,1008.05
AWS_AP01,2025-01-23 12:30:00,27.282,59.901,1008.207
AWS_AP01,2025-01-23 12:45:00,27.112,59.043,1008.238
AWS_AP01,2025-01-23 13:00:00,27.985,62.941,1008.421
AWS_AP01,2025-01-23 13:15:00,27.697,61.28,1008.375
AWS_AP01,2025-01-23 13:30:00,28.3,61.908,1007.96
AWS_AP01,2025-01-23 13:45:00,28.071,59.315,1007.572
AWS_AP01,2025-01-23 14:00:00,28.072,58.148,1007.595
AWS_AP01,2025-01-23 14:15:00,28.625,57.293,1007.377
AWS_AP01,2025-01-23 14:30:00,27.869,54.857,1007.176
AWS_AP01,2025-01-23 14:45:00,28.717,55.352,1007.227
AWS_AP01,2025-01-23 15:00:00,28.103,58.8,1007.376
AWS_AP01,2025-01-23 15:15:00,28.335,59.018,1007.336
AWS_AP01,2025-01-23 15:30:00,28.311,59.636,1007.197
AWS_AP01,2025-01-23 15:45:00,28.088,55.563,1007.543
AWS_AP01,2025-01-23 16:00:00,27.926,60.749,1006.36
AWS_AP01,2025-01-23 16:15:00,27.966,56.956,1006.596
AWS_AP01,2025-01-23 16:30:00,27.677,60.628,1006.829
AWS_AP01,2025-01-23 16:45:00,28.459,59.351,1007.507
AWS_AP01,2025-01-23 17:00:00,27.599,60.085,1007.146
AWS_AP01,2025-01-23 17:15:00,27.948,55.984,1006.875
AWS_AP01,2025-01-23 17:30:00,27.752,59.198,1007.498
AWS_AP01,2025-01-23 17:45:00,27.381,61.125,1007.206
AWS_AP01,2025-01-23 18:00:00,27.048,60.655,1007.408
AWS_AP01,2025-01-23 18:15:00,26.95,63.702,1008.297
AWS_AP01,2025-01-23 18:30:00,26.855,64.123,1008.053
AWS_AP01,2025-01-23 18:45:00,26.494,60.581,1007.666
AWS_AP01,2025-01-23 19:00:00,25.765,64.033,1008.061
AWS_AP01,2025-01-23 19:15:00,25.451,64.382,1008.134
AWS_AP01,2025-01-23 19:30:00,26.204,68.714,1008.963
AWS_AP01,2025-01-23 19:45:00,24.709,69.24,1008.304
AWS_AP01,2025-01-23 20:00:00,25.3,69.059,1009.036
AWS_AP01,2025-01-23 20:15:00,24.908,68.967,1008.679
AWS_AP01,2025-01-23 20:30:00,24.761,67.124,1009.098
AWS_AP01,2025-01-23 20:45:00,24.102,70.946,1009.455
AWS_AP01,2025-01-23 21:00:00,24.28,71.016,1009.095
AWS_AP01,2025-01-23 21:15:00,23.967,71.542,1009.431
AWS_AP01,2025-01-23 21:30:00,24.465,69.798,1008.92
AWS_AP01,2025-01-23 21:45:00,23.41,72.671,1009.241
AWS_AP01,2025-01-23 22:00:00,23.512,71.639,1009.59
AWS_AP01,2025-01-23 22:15:00,22.4,73.943,1009.317
AWS_AP01,2025-01-23 22:30:00,22.904,74.074,1009.198
AWS_AP01,2025-01-23 22:45:00,22.42,73.485,1009.663
AWS_AP01,2025-01-23 23:00:00,22.195,75.008,1009.281
AWS_AP01,2025-01-23 23:15:00,21.97,74.105,1008.99
AWS_AP01,2025-01-23 23:30:00,22.178,76.618,1009.181
AWS_AP01,2025-01-23 23:45:00,21.534,79.047,1008.978
AWS_AP01,2025-01-24 00:00:00,22.481,77.929,1007.779
AWS_AP01,2025-01-24 00:15:00,22.346,81.465,1006.797
AWS_AP01,2025-01-24 00:30:00,22.605,78.412,1007.596
AWS_AP01,2025-01-24 00:45:00,22.336,76.255,1007.161
AWS_AP01,2025-01-24 01:00:00,21.6,77.494,1007.189
AWS_AP01,2025-01-24 01:15:00,22.085,79.011,1006.472
AWS_AP01,2025-01-24 01:30:00,13.157,80.43,1006.881
AWS_AP01,2025-01-24 01:45:00,13.518,80.601,1006.962
AWS_AP01,2025-01-24 02:00:00,21.404,82.26,1005.86
AWS_AP01,2025-01-24 02:15:00,21.499,79.83,1005.67
AWS_AP01,2025-01-24 02:30:00,21.376,80.738,1005.78
AWS_AP01,2025-01-24 02:45:00,6.779,77.851,1006.41
AWS_AP01,2025-01-26 00:00:00,22.576,81.042,1008.022
AWS_AP01,2025-01-26 00:15:00,22.069,77.292,1007.558
AWS_AP01,2025-01-26 00:30:00,21.867,82.091,1008.206
AWS_AP01,2025-01-26 00:45:00,22.193,80.179,1008.115
AWS_AP01,2025-01-26 01:00:00,21.614,79.146,1007.802
AWS_AP01,2025-01-26 01:15:00,21.615,81.289,1008.129
AWS_AP01,2025-01-26 01:30:00,21.41,83.08,1007.501
AWS_AP01,2025-01-26 01:45:00,21.526,81.496,1006.94
AWS_AP01,2025-01-26 02:00:00,21.607,81.668,1007.007
AWS_AP01,2025-01-26 02:15:00,21.483,82.569,1006.463
AWS_AP01,2025-01-26 02:30:00,21.048,80.871,1007.134
AWS_AP01,2025-01-26 02:45:00,21.524,80.766,1007.392
AWS_AP01,2025-01-26 03:00:00,20.877,82.035,1007.561
AWS_AP01,2025-01-26 03:15:00,20.938,82.075,1006.631
AWS_AP01,2025-01-26 03:30:00,21.149,83.648,1006.687
AWS_AP01,2025-01-26 03:45:00,21.546,84.285,1006.872
AWS_AP01,2025-01-26 04:00:00,20.943,81.931,1007.184
AWS_AP01,2025-01-26 04:15:00,21.641,81.985,1007.22
AWS_AP01,2025-01-26 04:30:00,21.453,80.816,1006.24
AWS_AP01,2025-01-26 04:45:00,21.452,80.368,1006.369
AWS_AP01,2025-01-26 05:00:00,22.04,83.424,1006.535
AWS_AP01,2025-01-26 05:15:00,21.614,81.343,1006.733
AWS_AP01,2025-01-26 05:30:00,22.7,81.016,1006.813
AWS_AP01,2025-01-26 05:45:00,22.134,80.143,1007.127
AWS_AP01,2025-01-26 06:00:00,22.419,77.489,1006.202
AWS_AP01,2025-01-26 06:15:00,23.036,78.086,1007.838
AWS_AP01,2025-01-26 06:30:00,22.837,78.69,1007.306
AWS_AP01,2025-01-26 06:45:00,23.363,74.926,1007.326
AWS_AP01,2025-01-26 07:00:00,22.652,73.684,1008.267
AWS_AP01,2025-01-26 07:15:00,23.346,75.541,1007.959
AWS_AP01,2025-01-26 07:30:00,23.847,76.86,1008.22
AWS_AP01,2025-01-26 07:45:00,24.308,72.221,1008.66
AWS_AP01,2025-01-26 08:00:00,24.475,77.482,1008.577
AWS_AP01,2025-01-26 08:15:00,24.713,70.916,1009.156
AWS_AP01,2025-01-26 08:30:00,25.098,72.608,1009.432
AWS_AP01,2025-01-26 08:45:00,25.194,66.93,1008.833
AWS_AP01,2025-01-26 09:00:00,24.681,70.954,1009.301
AWS_AP01,2025-01-26 09:15:00,26.03,66.24,1009.107
AWS_AP01,2025-01-26 09:30:00,25.618,67.606,1008.389
AWS_AP01,2025-01-26 09:45:00,26.232,68.551,1008.909
AWS_AP01,2025-01-26 10:00:00,26.459,69.049,1008.472
AWS_AP01,2025-01-26 10:15:00,26.68,65.866,1009.578
AWS_AP01,2025-01-26 10:30:00,26.589,64.442,1009.405
AWS_AP01,2025-01-26 10:45:00,26.588,68.022,1008.54
AWS_AP01,2025-01-26 11:00:00,27.11,64.036,1009.831
AWS_AP01,2025-01-26 11:15:00,27.89,63.394,1008.564
AWS_AP01,2025-01-26 11:30:00,27.43,62.006,1008.157
AWS_AP01,2025-01-26 11:45:00,27.811,58.769,1008.59
AWS_AP01,2025-01-26 12:00:00,28.4,64.267,1009.14
AWS_AP01,2025-01-26 12:15:00,28.153,58.425,1008.102
AWS_AP01,2025-01-26 12:30:00,28.472,60.74,1008.728
AWS_AP01,2025-01-26 12:45:00,28.818,63.246,1008.39
AWS_AP01,2025-01-26 13:00:00,29.023,61.908,1007.139
AWS_AP01,2025-01-26 13:15:00,28.752,59.269,1007.885
AWS_AP01,2025-01-26 13:30:00,29.221,60.262,1007.592
AWS_AP01,2025-01-26 13:45:00,29.395,56.289,1006.994
AWS_AP01,2025-01-26 14:00:00,28.973,61.16,1007.938
AWS_AP01,2025-01-26 14:15:00,29.481,60.971,1007.119
AWS_AP01,2025-01-26 14:30:00,29.246,57.733,1006.18
AWS_AP01,2025-01-26 14:45:00,29.525,60.097,1006.855
AWS_AP01,2025-01-26 15:00:00,29.714,58.534,1007.121
AWS_AP01,2025-01-26 15:15:00,29.435,58.935,1006.95
AWS_AP01,2025-01-26 15:30:00,29.735,58.528,1006.229
AWS_AP01,2025-01-26 15:45:00,29.654,56.26,1006.671
AWS_AP01,2025-01-26 16:00:00,29.627,55.77,1006.115
AWS_AP01,2025-01-26 16:15:00,29.396,56.124,1006.625
AWS_AP01,2025-01-26 16:30:00,29.509,54.319,1005.343
AWS_AP01,2025-01-26 16:45:00,29.182,56.799,1006.199
AWS_AP01,2025-01-26 17:00:00,28.438,60.856,1006.719
AWS_AP01,2025-01-26 17:15:00,28.556,61.744,1007.497
AWS_AP01,2025-01-26 17:30:00,28.571,58.302,1006.907
AWS_AP01,2025-01-26 17:45:00,28.435,61.543,1007.929
AWS_AP01,2025-01-26 18:00:00,28.382,59.258,1006.524
AWS_AP01,2025-01-26 18:15:00,27.833,64.995,1007.222
AWS_AP01,2025-01-26 18:30:00,28.467,64.296,1007.86
AWS_AP01,2025-01-26 18:45:00,27.612,66.46,1008.547
AWS_AP01,2025-01-26 19:00:00,27.408,65.799,1007.27
AWS_AP01,2025-01-26 19:15:00,26.969,65.203,1008.265
AWS_AP01,2025-01-26 19:30:00,26.62,62.169,1008.021
AWS_AP01,2025-01-26 19:45:00,26.628,69.302,1007.86
AWS_AP01,2025-01-26 20:00:00,26.413,65.716,1008.467
AWS_AP01,2025-01-26 20:15:00,26.112,69.589,1008.344
AWS_AP01,2025-01-26 20:30:00,26.366,68.962,1008.343
AWS_AP01,2025-01-26 20:45:00,25.559,68.022,1009.085
AWS_AP01,2025-01-26 21:00:00,25.299,71.504,1008.977
AWS_AP01,2025-01-26 21:15:00,25.296,68.696,1007.789
AWS_AP01,2025-01-26 21:30:00,24.728,70.794,1008.607
AWS_AP01,2025-01-26 21:45:00,24.672,72.465,1008.888
AWS_AP01,2025-01-26 22:00:00,23.861,72.448,1009.693
AWS_AP01,2025-01-26 22:15:00,23.602,73.236,1009.193
AWS_AP01,2025-01-26 22:30:00,23.764,76.601,1009.088
AWS_AP01,2025-01-26 22:45:00,23.409,75.176,1009.181
AWS_AP01,2025-01-26 23:00:00,22.995,72.154,1009.179
AWS_AP01,2025-01-26 23:15:00,23.043,78.703,1009.179
AWS_AP01,2025-01-26 23:30:00,22.847,82.415,1009.088
AWS_AP01,2025-01-26 23:45:00,22.36,76.921,1007.954
AWS_AP01,2025-01-27 00:00:00,15.457,81.921,1008.1
AWS_AP01,2025-01-27 00:15:00,15.49,81.322,1007.866
AWS_AP01,2025-01-27 00:30:00,14.945,81.2,1008.145
AWS_AP01,2025-02-01 08:45:00,25.442,71.46,1009.056
AWS_AP01,2025-02-01 09:00:00,25.923,69.498,1009.109
AWS_AP01,2025-02-08 18:00:00,27.257,57.853,1004.881
AWS_AP01,2025-02-08 18:15:00,27.139,57.339,1005.306
AWS_AP01,2025-02-14 14:15:00,30.193,54.556,1005.289
AWS_AP01,2025-02-14 14:30:00,30.128,53.783,1005.103
AWS_AP01,2025-02-25 11:30:00,29.361,59.875,1007.764
AWS_AP01,2025-02-25 11:45:00,29.415,59.954,1007.833
AWS_AP01,2025-02-25 20:15:00,27.938,63.316,1007.473
AWS_AP01,2025-02-25 20:30:00,27.394,66.52,1007.363
AWS_AP01,2025-03-06 12:30:00,30.373,56.319,1005.808
AWS_AP01,2025-03-06 12:45:00,30.751,51.412,1004.927
AWS_AP01,2025-03-08 11:30:00,29.426,58.256,1005.464
AWS_AP01,2025-03-08 11:45:00,29.577,58.771,1005.348
AWS_AP01,2025-03-10 03:15:00,27.558,68.782,1003.893
AWS_AP01,2025-03-10 03:30:00,27.469,66.252,1003.209
AWS_AP01,2025-03-11 12:15:00,35.376,45.138,1005.528
AWS_AP01,2025-03-11 12:30:00,35.957,42.91,1004.996
AWS_AP01,2025-03-13 15:00:00,36.184,43.8,1002.51
AWS_AP01,2025-03-13 15:15:00,36.043,42.808,1001.478
AWS_AP01,2025-03-13 15:30:00,35.873,46.819,1001.814
AWS_AP01,2025-03-13 15:45:00,35.731,45.818,1001.835
AWS_AP01,2025-03-13 16:00:00,35.901,41.16,1002.687
AWS_AP01,2025-03-13 16:15:00,35.833,44.786,1001.612
AWS_AP01,2025-03-13 16:30:00,35.82,42.678,1002.057
AWS_AP01,2025-03-13 16:45:00,35.235,42.741,1002.171
AWS_AP01,2025-03-13 17:00:00,34.913,43.602,1001.857
AWS_AP01,2025-03-13 17:15:00,35.028,43.467,1002.226
AWS_AP01,2025-03-13 17:30:00,34.743,48.445,1002.626
AWS_AP01,2025-03-13 17:45:00,34.559,47.517,1003.249
AWS_AP01,2025-03-13 18:00:00,35.269,48.896,1003.15
AWS_AP01,2025-03-13 18:15:00,33.925,47.885,1002.976
AWS_AP01,2025-03-13 18:30:00,34.541,47.012,1003.05
AWS_AP01,2025-03-13 18:45:00,34.457,49.248,1003.346
AWS_AP01,2025-03-13 19:00:00,34.256,49.61,1003.874
AWS_AP01,2025-03-13 19:15:00,33.809,49.313,1004.543
AWS_AP01,2025-03-13 19:30:00,33.881,50.16,1004.01
AWS_AP01,2025-03-13 19:45:00,33.772,50.883,1004.322
AWS_AP01,2025-03-13 20:00:00,32.892,52.223,1004.024
AWS_AP01,2025-03-13 20:15:00,32.859,53.044,1004.409
AWS_AP01,2025-03-13 20:30:00,32.846,53.149,1004.151
AWS_AP01,2025-03-13 20:45:00,31.941,57.556,1004.9
AWS_AP01,2025-03-13 21:00:00,31.861,57.07,1004.054
AWS_AP01,2025-03-13 21:15:00,31.482,59.433,1004.558
AWS_AP01,2025-03-13 21:30:00,31.544,53.317,1003.658
AWS_AP01,2025-03-13 21:45:00,30.575,61.799,1005.076
AWS_AP01,2025-03-13 22:00:00,31.318,57.47,1004.613
AWS_AP01,2025-03-13 22:15:00,30.793,58.618,1005.422
AWS_AP01,2025-03-13 22:30:00,30.562,60.165,1004.879
AWS_AP01,2025-03-13 22:45:00,29.435,60.364,1004.445
AWS_AP01,2025-03-13 23:00:00,29.598,63.681,1005.289
AWS_AP01,2025-03-13 23:15:00,30.132,60.831,1004.571
AWS_AP01,2025-03-13 23:30:00,29.416,63.832,1003.972
AWS_AP01,2025-03-13 23:45:00,28.747,64.3,1003.938
AWS_AP01,2025-03-14 00:00:00,28.637,59.192,1006.193
AWS_AP01,2025-03-14 00:15:00,28.594,63.982,1005.703
AWS_AP01,2025-03-14 00:30:00,28.382,61.13,1005.593
AWS_AP01,2025-03-14 00:45:00,28.024,67.083,1005.581
AWS_AP01,2025-03-14 01:00:00,28.27,62.525,1004.385
AWS_AP01,2025-03-14 01:15:00,27.594,61.904,1004.027
AWS_AP01,2025-03-14 01:30:00,27.858,61.624,1003.86
AWS_AP01,2025-03-14 01:45:00,27.644,66.348,1004.264
AWS_AP01,2025-03-14 02:00:00,27.487,69.012,1004.402
AWS_AP01,2025-03-14 02:15:00,27.353,66.966,1003.722
AWS_AP01,2025-03-14 02:30:00,27.321,60.91,1004.48
AWS_AP01,2025-03-14 02:45:00,27.407,64.751,1003.636
AWS_AP01,2025-03-14 03:00:00,27.301,63.367,1003.537
AWS_AP01,2025-03-14 03:15:00,27.618,65.233,1003.754
AWS_AP01,2025-03-14 03:30:00,27.263,64.806,1003.797
AWS_AP01,2025-03-14 03:45:00,27.937,65.521,1003.133
AWS_AP01,2025-03-14 04:00:00,27.352,62.259,1003.532
AWS_AP01,2025-03-14 04:15:00,27.879,61.87,1002.792
AWS_AP01,2025-03-14 04:30:00,27.985,60.935,1003.827
AWS_AP01,2025-03-14 04:45:00,27.855,65.67,1002.85
AWS_AP01,2025-03-14 05:00:00,27.953,63.016,1003.797
AWS_AP01,2025-03-14 05:15:00,27.85,64.33,1004.332
AWS_AP01,2025-03-14 05:30:00,28.067,63.977,1003.247
AWS_AP01,2025-03-14 05:45:00,28.456,60.252,1004.245
AWS_AP01,2025-03-14 06:00:00,28.557,59.888,1004.594
AWS_AP01,2025-03-14 06:15:00,29.118,61.033,1004.161
AWS_AP01,2025-03-14 06:30:00,28.831,59.807,1004.318
AWS_AP01,2025-03-14 06:45:00,29.063,60.846,1004.607
AWS_AP01,2025-03-14 07:00:00,28.906,57.704,1004.977
AWS_AP01,2025-03-14 07:15:00,29.832,59.367,1004.843
AWS_AP01,2025-03-14 07:30:00,30.045,55.33,1004.936
AWS_AP01,2025-03-14 07:45:00,30.419,57.157,1005.964
AWS_AP01,2025-03-14 08:00:00,30.689,56.86,1005.352
AWS_AP01,2025-03-14 08:15:00,30.872,54.364,1004.943
AWS_AP01,2025-03-14 08:30:00,31.145,53.073,1005.517
AWS_AP01,2025-03-14 08:45:00,31.342,52.98,1005.74
AWS_AP01,2025-03-14 09:00:00,31.652,54.687,1005.772
AWS_AP01,2025-03-14 09:15:00,31.134,53.111,1005.999
AWS_AP01,2025-03-14 09:30:00,31.619,52.71,1006.131
AWS_AP01,2025-03-14 09:45:00,31.83,46.675,1006.239
AWS_AP01,2025-03-14 10:00:00,32.847,49.312,1005.723
AWS_AP01,2025-03-14 10:15:00,32.484,48.86,1006.335
AWS_AP01,2025-03-14 10:30:00,32.779,46.831,1006.221
AWS_AP01,2025-03-14 10:45:00,33.208,50.614,1006.074
AWS_AP01,2025-03-14 11:00:00,33.066,45.241,1006.378
AWS_AP01,2025-03-14 11:15:00,33.777,43.864,1005.444
AWS_AP01,2025-03-14 11:30:00,33.239,46.872,1005.699
AWS_AP01,2025-03-14 11:45:00,33.729,45.414,1005.935
AWS_AP01,2025-03-14 12:00:00,34.334,47.375,1005.589
AWS_AP01,2025-03-14 12:15:00,34.082,42.685,1005.568
AWS_AP01,2025-03-14 12:30:00,35.012,44.838,1004.86
AWS_AP01,2025-03-14 12:45:00,34.79,42.586,1005.527
AWS_AP01,2025-03-14 13:00:00,35.255,43.473,1004.711
AWS_AP01,2025-03-14 13:15:00,35.147,43.338,1004.857
AWS_AP01,2025-03-14 13:30:00,35.145,42.144,1004.007
AWS_AP01,2025-03-14 13:45:00,34.943,42.52,1004.826
AWS_AP01,2025-03-14 14:00:00,35.597,44.284,1004.467
AWS_AP01,2025-03-14 14:15:00,35.511,43.273,1004.089
AWS_AP01,2025-03-14 14:30:00,36.047,41.054,1003.87
AWS_AP01,2025-03-14 14:45:00,35.696,39.245,1003.971
AWS_AP01,2025-03-14 15:00:00,35.337,41.18,1004.23
AWS_AP01,2025-03-28 06:00:00,25.749,73.247,1002.625
AWS_AP01,2025-03-28 06:15:00,25.244,73.265,1003.055
AWS_AP01,2025-04-01 12:00:00,32.644,54.76,993.198
AWS_AP01,2025-04-01 12:15:00,32.799,57.035,993.421
AWS_AP01,2025-04-03 09:15:00,30.796,62.777,1003.95
AWS_AP01,2025-04-03 09:30:00,30.877,61.787,1004.41
AWS_AP01,2025-04-16 02:30:00,33.642,73.443,998.341
AWS_AP01,2025-04-16 02:45:00,33.702,75.754,999.357
AWS_AP01,2025-04-21 13:00:00,32.884,50.415,1001.846
AWS_AP01,2025-04-21 13:15:00,33.247,54.504,1001.845
AWS_AP01,2025-04-22 02:00:00,26.478,76.366,1000.671
AWS_AP01,2025-04-22 02:15:00,26.059,76.833,1000.922
AWS_AP01,2025-05-07 17:45:00,33.188,53.464,998.89
AWS_AP01,2025-05-07 18:00:00,32.893,58.622,999.44
AWS_AP01,2025-05-07 21:30:00,28.872,68.699,1001.408
AWS_AP01,2025-05-07 21:45:00,29.301,70.707,1001.441
AWS_AP01,2025-05-09 15:00:00,36.827,57.153,997.167
AWS_AP01,2025-05-09 15:15:00,36.74,57.766,997.321
AWS_AP01,2025-05-09 15:30:00,36.748,55.997,997.434
AWS_AP01,2025-05-09 15:45:00,36.813,59.985,998.105
AWS_AP01,2025-05-09 16:00:00,37.098,58.812,997.649
AWS_AP01,2025-05-09 16:15:00,35.792,56.725,997.668
AWS_AP01,2025-05-09 16:30:00,36.385,59.605,997.811
AWS_AP01,2025-05-09 16:45:00,35.323,58.357,997.455
AWS_AP01,2025-05-09 17:00:00,36.259,57.948,997.707
AWS_AP01,2025-05-09 17:15:00,36.001,57.691,997.273
AWS_AP01,2025-05-09 17:30:00,35.519,61.067,997.027
AWS_AP01,2025-05-09 17:45:00,34.716,63.71,998.414
AWS_AP01,2025-05-09 18:00:00,35.334,62.61,997.963
AWS_AP01,2025-05-09 18:15:00,35.214,61.183,998.233
AWS_AP01,2025-05-09 18:30:00,34.926,59.083,998.838
AWS_AP01,2025-05-09 18:45:00,34.545,60.46,999.196
AWS_AP01,2025-05-09 19:00:00,34.24,58.675,998.694
AWS_AP01,2025-05-09 19:15:00,34.263,66.837,999.702
AWS_AP01,2025-05-09 19:30:00,33.8,64.978,999.438
AWS_AP01,2025-05-09 19:45:00,34.038,65.791,999.918
AWS_AP01,2025-05-09 20:00:00,33.521,64.542,999.166
AWS_AP01,2025-05-09 20:15:00,32.772,62.517,1000.123
AWS_AP01,2025-05-09 20:30:00,33.085,67.838,1001.087
AWS_AP01,2025-05-09 20:45:00,32.895,69.295,1000.393
AWS_AP01,2025-05-09 21:00:00,32.995,69.628,1000.228
AWS_AP01,2025-05-09 21:15:00,32.526,69.213,1000.194
AWS_AP01,2025-05-09 21:30:00,31.718,68.971,1000.156
AWS_AP01,2025-05-09 21:45:00,32.157,69.599,1000.199
AWS_AP01,2025-05-09 22:00:00,31.058,66.648,999.973
AWS_AP01,2025-05-09 22:15:00,31.232,71.675,999.545
AWS_AP01,2025-05-09 22:30:00,31.205,68.926,999.638
AWS_AP01,2025-05-09 22:45:00,31.178,73.296,999.979
AWS_AP01,2025-05-09 23:00:00,31.076,72.58,999.444
AWS_AP01,2025-05-09 23:15:00,30.67,76.301,999.351
AWS_AP01,2025-05-09 23:30:00,30.033,77.235,999.468
AWS_AP01,2025-05-09 23:45:00,30.046,77.652,999.736
AWS_AP01,2025-05-10 00:00:00,27.421,74.171,999.91
AWS_AP01,2025-05-10 00:15:00,26.962,73.713,1000.539
AWS_AP01,2025-05-10 00:30:00,26.974,75.981,1000.39
AWS_AP01,2025-05-10 00:45:00,27.395,73.098,1000.329
AWS_AP01,2025-05-10 01:00:00,26.912,76.452,999.385
AWS_AP01,2025-05-10 01:15:00,27.212,77.327,999.688
AWS_AP01,2025-05-10 01:30:00,26.162,76.704,999.032
AWS_AP01,2025-05-10 01:45:00,26.28,78.968,998.606
AWS_AP01,2025-05-10 02:00:00,26.443,79.915,998.856
AWS_AP01,2025-05-10 02:15:00,26.481,79.792,999.027
AWS_AP01,2025-05-10 02:30:00,26.181,74.902,998.656
AWS_AP01,2025-05-10 02:45:00,26.431,76.715,998.165
AWS_AP01,2025-05-10 03:00:00,26.42,78.248,998.342
AWS_AP01,2025-05-10 03:15:00,25.774,81.646,998.171
AWS_AP01,2025-05-10 03:30:00,26.442,75.069,998.151
AWS_AP01,2025-05-10 03:45:00,26.581,75.195,997.666
AWS_AP01,2025-05-10 04:00:00,26.407,78.315,997.106
AWS_AP01,2025-05-10 04:15:00,25.842,76.297,998.931
AWS_AP01,2025-05-10 04:30:00,26.403,78.456,997.989
AWS_AP01,2025-05-10 04:45:00,26.726,78.95,998.828
AWS_AP01,2025-05-10 05:00:00,26.458,78.484,998.338
AWS_AP01,2025-05-10 05:15:00,27.131,79.667,998.519
AWS_AP01,2025-05-10 05:30:00,27.227,77.586,998.66
AWS_AP01,2025-05-10 05:45:00,27.215,75.439,998.598
AWS_AP01,2025-05-10 06:00:00,27.359,74.179,998.54
AWS_AP01,2025-05-10 06:15:00,27.602,73.42,998.727
AWS_AP01,2025-05-10 06:30:00,27.746,75.654,999.89
AWS_AP01,2025-05-10 06:45:00,27.574,72.219,999.734
AWS_AP01,2025-05-10 07:00:00,28.053,72.268,998.977
AWS_AP01,2025-05-10 07:15:00,28.434,70.643,999.204
AWS_AP01,2025-05-10 07:30:00,29.077,68.427,999.68
AWS_AP01,2025-05-10 07:45:00,29.104,73.186,999.986
AWS_AP01,2025-05-10 08:00:00,29.588,71.606,1000.176
AWS_AP01,2025-05-10 08:15:00,28.98,67.407,1000.592
AWS_AP01,2025-05-10 08:30:00,29.553,65.717,999.942
AWS_AP01,2025-05-10 08:45:00,30.542,66.621,1000.735
AWS_AP01,2025-05-10 09:00:00,29.959,63.927,999.771
AWS_AP01,2025-05-10 09:15:00,30.215,62.503,1000.041
AWS_AP01,2025-05-10 09:30:00,30.622,61.117,1001.147
AWS_AP01,2025-05-10 09:45:00,31.568,64.377,1000.28
