station_id,scenario,target_timestamp,temperature_c,relative_humidity_pct,pressure_hpa,prior_history_rows_seeded,exact_timestamp_context_stations,regional_heatwave_demo,source_benchmark,fixture_row_is_real_benchmark
AWS_AP02,jump,2025-08-15 10:45:00,28.864,72.465,1017.247,481,0,False,C:\Users\dilee\Desktop\Null_Deviants\ML training\SIH26073_AP_AWS_observations.csv,True
AWS_AP03,jump,2025-06-04 13:00:00,38.598,27.707,985.553,298,0,False,C:\Users\dilee\Desktop\Null_Deviants\ML training\SIH26073_AP_AWS_observations.csv,True
AWS_AP04,jump,2025-07-10 14:45:00,32.762,68.071,1012.149,411,0,False,C:\Users\dilee\Desktop\Null_Deviants\ML training\SIH26073_AP_AWS_observations.csv,True
AWS_AP05,jump,2025-05-17 01:00:00,27.006,48.109,981.955,327,0,False,C:\Users\dilee\Desktop\Null_Deviants\ML training\SIH26073_AP_AWS_observations.csv,True
AWS_AP06,jump,2025-07-28 23:45:00,26.863,92.644,1009.245,481,0,False,C:\Users\dilee\Desktop\Null_Deviants\ML training\SIH26073_AP_AWS_observations.csv,True
AWS_AP07,jump,2025-02-01 09:00:00,23.995,70.277,1026.671,192,1,False,C:\Users\dilee\Desktop\Null_Deviants\ML training\SIH26073_AP_AWS_observations.csv,True
AWS_AP08,jump,2025-09-20 19:30:00,30.523,49.046,993.759,389,0,False,C:\Users\dilee\Desktop\Null_Deviants\ML training\SIH26073_AP_AWS_observations.csv,True
AWS_AP09,jump,2025-05-31 23:15:00,27.915,52.901,971.106,320,0,False,C:\Users\dilee\Desktop\Null_Deviants\ML training\SIH26073_AP_AWS_observations.csv,True
AWS_AP10,jump,2025-04-21 13:15:00,34.271,51.586,1015.656,481,0,False,C:\Users\dilee\Desktop\Null_Deviants\ML training\SIH26073_AP_AWS_observations.csv,True
AWS_AP11,jump,2025-01-14 13:45:00,23.636,43.524,980.806,192,8,False,C:\Users\dilee\Desktop\Null_Deviants\ML training\SIH26073_AP_AWS_observations.csv,True
AWS_AP12,jump,2025-03-31 06:45:00,25.692,73.742,1010.716,421,0,False,C:\Users\dilee\Desktop\Null_Deviants\ML training\SIH26073_AP_AWS_observations.csv,True
AWS_AP13,jump,2025-05-16 17:00:00,33.469,57.751,1008.208,386,0,False,C:\Users\dilee\Desktop\Null_Deviants\ML training\SIH26073_AP_AWS_observations.csv,True
AWS_AP14,jump,2025-03-10 03:30:00,28.408,67.054,1019.024,302,0,False,C:\Users\dilee\Desktop\Null_Deviants\ML training\SIH26073_AP_AWS_observations.csv,True
AWS_AP15,jump,2025-01-30 23:00:00,17.502,83.777,1024.872,192,2,False,C:\Users\dilee\Desktop\Null_Deviants\ML training\SIH26073_AP_AWS_observations.csv,True
AWS_AP16,jump,2025-10-24 22:45:00,24.114,82.775,1000.49,481,0,False,C:\Users\dilee\Desktop\Null_Deviants\ML training\SIH26073_AP_AWS_observations.csv,True
AWS_AP17,jump,2025-04-05 12:00:00,36.471,15.247,998.399,420,0,False,C:\Users\dilee\Desktop\Null_Deviants\ML training\SIH26073_AP_AWS_observations.csv,True
AWS_AP18,jump,2025-06-27 01:00:00,24.316,77.883,953.605,291,0,False,C:\Users\dilee\Desktop\Null_Deviants\ML training\SIH26073_AP_AWS_observations.csv,True
AWS_AP19,jump,2025-08-08 05:15:00,26.548,93.855,1006.803,481,0,False,C:\Users\dilee\Desktop\Null_Deviants\ML training\SIH26073_AP_AWS_observations.csv,True
AWS_AP20,jump,2025-01-17 16:00:00,26.522,33.504,948.089,192,1,False,C:\Users\dilee\Desktop\Null_Deviants\ML training\SIH26073_AP_AWS_observations.csv,True
AWS_AP01,spike,2025-01-31 17:15:00,24.334,102.011,1006.336,192,8,False,C:\Users\dilee\Desktop\Null_Deviants\ML training\SIH26073_AP_AWS_observations.csv,True
AWS_AP02,spike,2025-02-22 01:30:00,35.463,78.462,1008.204,192,0,False,C:\Users\dilee\Desktop\Null_Deviants\ML training\SIH26073_AP_AWS_observations.csv,True
AWS_AP03,spike,2025-02-06 22:30:00,21.909,88.718,992.102,193,1,False,C:\Users\dilee\Desktop\Null_Deviants\ML training\SIH26073_AP_AWS_observations.csv,True
AWS_AP04,spike,2025-05-15 14:30:00,50.203,57.305,999.334,385,1,False,C:\Users\dilee\Desktop\Null_Deviants\ML training\SIH26073_AP_AWS_observations.csv,True
AWS_AP05,spike,2025-03-08 11:45:00,47.177,26.107,976.173,228,1,False,C:\Users\dilee\Desktop\Null_Deviants\ML training\SIH26073_AP_AWS_observations.csv,True
AWS_AP06,spike,2025-02-08 18:15:00,46.984,66.983,1011.855,192,0,False,C:\Users\dilee\Desktop\Null_Deviants\ML training\SIH26073_AP_AWS_observations.csv,True
AWS_AP07,spike,2025-02-17 10:00:00,26.168,82.18,1011.058,237,0,False,C:\Users\dilee\Desktop\Null_Deviants\ML training\SIH26073_AP_AWS_observations.csv,True
AWS_AP08,spike,2025-02-03 00:30:00,21.461,87.653,995.979,192,1,False,C:\Users\dilee\Desktop\Null_Deviants\ML training\SIH26073_AP_AWS_observations.csv,True
AWS_AP09,spike,2025-02-18 03:45:00,20.404,82.519,966.895,192,1,False,C:\Users\dilee\Desktop\Null_Deviants\ML training\SIH26073_AP_AWS_observations.csv,True
AWS_AP10,spike,2025-03-17 01:45:00,35.335,73.847,1005.394,289,0,False,C:\Users\dilee\Desktop\Null_Deviants\ML training\SIH26073_AP_AWS_observations.csv,True
AWS_AP11,spike,2025-02-03 10:15:00,26.564,73.195,972.103,233,1,False,C:\Users\dilee\Desktop\Null_Deviants\ML training\SIH26073_AP_AWS_observations.csv,True
AWS_AP12,spike,2025-02-15 18:15:00,28.667,92.267,1007.431,228,0,False,C:\Users\dilee\Desktop\Null_Deviants\ML training\SIH26073_AP_AWS_observations.csv,True
AWS_AP13,spike,2025-02-01 14:00:00,28.222,89.45,1010.629,192,2,False,C:\Users\dilee\Desktop\Null_Deviants\ML training\SIH26073_AP_AWS_observations.csv,True
AWS_AP14,spike,2025-02-10 02:15:00,19.224,112.861,1007.423,192,0,False,C:\Users\dilee\Desktop\Null_Deviants\ML training\SIH26073_AP_AWS_observations.csv,True
AWS_AP15,spike,2025-02-21 09:15:00,27.624,93.229,1011.624,288,1,False,C:\Users\dilee\Desktop\Null_Deviants\ML training\SIH26073_AP_AWS_observations.csv,True
AWS_AP16,spike,2025-03-31 12:30:00,41.953,53.987,994.213,385,0,False,C:\Users\dilee\Desktop\Null_Deviants\ML training\SIH26073_AP_AWS_observations.csv,True
AWS_AP17,spike,2025-02-25 20:30:00,43.891,37.711,992.948,288,1,False,C:\Users\dilee\Desktop\Null_Deviants\ML training\SIH26073_AP_AWS_observations.csv,True
AWS_AP18,spike,2025-02-15 00:45:00,32.883,57.936,948.907,193,1,False,C:\Users\dilee\Desktop\Null_Deviants\ML training\SIH26073_AP_AWS_observations.csv,True
AWS_AP19,spike,2025-04-03 15:30:00,33.628,86.156,1005.974,385,0,False,C:\Users\dilee\Desktop\Null_Deviants\ML training\SIH26073_AP_AWS_observations.csv,True
AWS_AP20,spike,2025-01-26 04:15:00,27.197,72.691,935.54,220,1,False,C:\Users\dilee\Desktop\Null_Deviants\ML training\SIH26073_AP_AWS_observations.csv,True
